Course URL,Course Name,Learning Product Type,Course Provided By,Course Rating,Course Rated By,Enrolled Student Count,Course Difficulty
https://www.coursera.org/learn/python-network-data,Using Python to Access Web Data,COURSE,University of Michigan,4.8,28953,29k,Mixed
https://www.coursera.org/specializations/hotel-management,"Hotel Management: Distribution, Revenue and Demand Management",SPECIALIZATION,ESSEC Business School,4.6,1144,81k,Beginner
https://www.coursera.org/learn/global-diplomacy,Global Diplomacy – Diplomacy in the Modern World,COURSE,University of London,4.6,1913,110k,Mixed
https://www.coursera.org/learn/cancer,Introduction to the Biology of Cancer,COURSE,Johns Hopkins University,4.8,3304,Missing,Beginner
https://www.coursera.org/specializations/public-speaking,Dynamic Public Speaking,SPECIALIZATION,University of Washington,4.8,953,110k,Beginner
https://www.coursera.org/learn/project-planning,Initiating and Planning Projects,COURSE,"University of California, Irvine",4.7,10999,190k,Mixed
https://www.coursera.org/learn/contemporary-art,What Is Contemporary Art?,COURSE,The Museum of Modern Art,4.7,912,120k,Beginner
https://www.coursera.org/specializations/music-business,Music Business,SPECIALIZATION,Berklee College of Music,4.8,1662,43k,Beginner
https://www.coursera.org/specializations/data-analytics-business,Advanced Business Analytics,SPECIALIZATION,University of Colorado Boulder,4.5,1652,87k,Intermediate
https://www.coursera.org/learn/convolutional-neural-networks,Convolutional Neural Networks,COURSE,deeplearning.ai,4.9,32071,250k,Intermediate
https://www.coursera.org/learn/animal-welfare,Animal Behaviour and Welfare,COURSE,The University of Edinburgh,4.8,2333,74k,Mixed
https://www.coursera.org/specializations/game-development,Game Design and Development,SPECIALIZATION,Michigan State University,4.7,4115,100k,Intermediate
https://www.coursera.org/specializations/infectious-disease-modelling,Infectious Disease Modelling,SPECIALIZATION,Imperial College London,4.9,39,2.2k,Intermediate
https://www.coursera.org/learn/organizational-analysis,Organizational Analysis,COURSE,Stanford University,4.6,695,62k,Beginner
https://www.coursera.org/specializations/cad-design-digital-manufacturing,CAD and Digital Manufacturing,SPECIALIZATION,Autodesk,4.7,2231,34k,Intermediate
https://www.coursera.org/specializations/musicianship-specialization,Developing Your Musicianship,SPECIALIZATION,Berklee College of Music,4.8,1005,56k,Beginner
https://www.coursera.org/learn/positive-psychiatry,Positive Psychiatry and Mental Health,COURSE,The University of Sydney,4.8,869,77k,Mixed
https://www.coursera.org/learn/company-future-management,Managing the Company of the Future,COURSE,University of London,4.8,1737,53k,Mixed
https://www.coursera.org/learn/medical-neuroscience,Medical Neuroscience,COURSE,Duke University,4.9,1599,170k,Advanced
https://www.coursera.org/learn/agile-atlassian-jira,Agile with Atlassian Jira,COURSE,Atlassian,4.7,1785,42k,Beginner
https://www.coursera.org/specializations/russian-for-beginners-a1,Russian for beginners А1. Русский язык: A1,SPECIALIZATION,Saint Petersburg State University,4.6,191,7.7k,Beginner
https://www.coursera.org/learn/everyday-excel-part-1,"Everyday Excel, Part 1",COURSE,University of Colorado Boulder,4.8,93,15k,Beginner
https://www.coursera.org/learn/linear-algebra-machine-learning,Mathematics for Machine Learning: Linear Algebra,COURSE,Imperial College London,4.7,6280,140k,Beginner
https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,From Data to Insights with Google Cloud Platform,SPECIALIZATION,Google Cloud,4.6,2085,27k,Beginner
https://www.coursera.org/learn/introduction-psych,Introduction to Psychology,COURSE,University of Toronto,4.9,2923,260k,Mixed
https://www.coursera.org/specializations/integrative-health-and-medicine,Integrative Health and Medicine,SPECIALIZATION,University of Minnesota,4.7,374,16k,Beginner
https://www.coursera.org/specializations/influencing-storytelling-change-management,"Influencing: Storytelling, Change Management and Governance",SPECIALIZATION,Macquarie University,4.8,424,23k,Beginner
https://www.coursera.org/specializations/software-design-architecture,Software Design and Architecture,SPECIALIZATION,University of Alberta,4.6,1550,62k,Beginner
https://www.coursera.org/learn/sports-marketing,Sports Marketing,COURSE,Northwestern University,4.7,450,12k,Intermediate
https://www.coursera.org/specializations/marketing-strategy,Marketing Strategy,SPECIALIZATION,IE Business School,4.4,2367,59k,Beginner
https://www.coursera.org/learn/wharton-accounting,Introduction to Financial Accounting,COURSE,University of Pennsylvania,4.7,5846,200k,Mixed
https://www.coursera.org/learn/data-science-methodology,Data Science Methodology,COURSE,IBM,4.6,13395,92k,Beginner
https://www.coursera.org/specializations/game-design,Game Design: Art and Concepts,SPECIALIZATION,California Institute of the Arts,4.6,2271,84k,Beginner
https://www.coursera.org/learn/wharton-customer-analytics,Customer Analytics,COURSE,University of Pennsylvania,4.6,8566,170k,Mixed
https://www.coursera.org/specializations/google-golang,Programming with Google Go,SPECIALIZATION,"University of California, Irvine",4.6,1053,19k,Intermediate
https://www.coursera.org/learn/neurobiology,Understanding the Brain: The Neurobiology of Everyday Life,COURSE,The University of Chicago,4.9,1228,130k,Beginner
https://www.coursera.org/specializations/trading-strategy,Trading Strategies in Emerging Markets,SPECIALIZATION,Indian School of Business,4.2,1309,72k,Beginner
https://www.coursera.org/learn/autism-spectrum-disorder,Autism Spectrum Disorder,COURSE,"University of California, Davis",4.6,1272,57k,Mixed
https://www.coursera.org/specializations/habilidades,Habilidades Gerenciales,SPECIALIZATION,Universidad Nacional Autónoma de México,4.7,1591,44k,Beginner
https://www.coursera.org/learn/finance-for-non-finance,Finance for Non-Finance Professionals,COURSE,Rice University,4.8,1406,71k,Beginner
https://www.coursera.org/specializations/java-object-oriented,Object Oriented Java Programming: Data Structures and Beyond,SPECIALIZATION,University of California San Diego,4.7,5284,260k,Intermediate
https://www.coursera.org/learn/professional-emails-english,Write Professional Emails in English,COURSE,Georgia Institute of Technology,4.7,5785,290k,Mixed
https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,Pricing Strategy Optimization,SPECIALIZATION,BCG,4.8,561,21k,Beginner
https://www.coursera.org/learn/learn-to-program,Learn to Program: The Fundamentals,COURSE,University of Toronto,4.8,3959,190k,Beginner
https://www.coursera.org/learn/learn-chinese,Chinese for Beginners,COURSE,Peking University,4.8,9792,750k,Mixed
https://www.coursera.org/specializations/bioinformatics,Bioinformatics,SPECIALIZATION,University of California San Diego,4.5,763,59k,Beginner
https://www.coursera.org/specializations/energy-industry,"Energy Production, Distribution & Safety",SPECIALIZATION,University at Buffalo,4.7,3979,44k,Beginner
https://www.coursera.org/learn/data-scientists-tools,The Data Scientist’s Toolbox,COURSE,Johns Hopkins University,4.6,25188,430k,Mixed
https://www.coursera.org/specializations/digital-manufacturing-design-technology,Digital Manufacturing & Design Technology,SPECIALIZATION,University at Buffalo,4.6,3008,41k,Beginner
https://www.coursera.org/specializations/blockchain,Blockchain,SPECIALIZATION,University at Buffalo,4.6,3585,73k,Intermediate
https://www.coursera.org/learn/computational-thinking-problem-solving,Computational Thinking for Problem Solving,COURSE,University of Pennsylvania,4.8,608,34k,Beginner
https://www.coursera.org/specializations/tensorflow-data-and-deployment,TensorFlow: Data and Deployment,SPECIALIZATION,deeplearning.ai,4.5,479,13k,Intermediate
https://www.coursera.org/learn/dental-medicine-penn,Introduction to Dental Medicine,COURSE,University of Pennsylvania,4.8,569,26k,Beginner
https://www.coursera.org/specializations/direccion-empresas,Claves de la Dirección de Empresas,SPECIALIZATION,IESE Business School,4.8,1417,52k,Beginner
https://www.coursera.org/learn/systematic-review,Introduction to Systematic Review and Meta-Analysis,COURSE,Johns Hopkins University,4.8,1761,69k,Mixed
https://www.coursera.org/specializations/programming-unity-game-development,C# Programming for Unity Game Development,SPECIALIZATION,University of Colorado System,4.7,866,38k,Beginner
https://www.coursera.org/specializations/digital-advertising-strategy,Digital Advertising Strategy,SPECIALIZATION,University of Colorado Boulder,4.5,150,10k,Beginner
https://www.coursera.org/specializations/digital-transformation-financial-services,Digital Transformation in Financial Services,SPECIALIZATION,Copenhagen Business School,4.4,965,23k,Beginner
https://www.coursera.org/learn/money-banking,Economics of Money and Banking,COURSE,Columbia University,4.9,877,84k,Mixed
https://www.coursera.org/specializations/tesol-certificate-2,"TESOL Certificate, Part 2: Teach English Now!",SPECIALIZATION,Arizona State University,4.9,1787,63k,Beginner
https://www.coursera.org/learn/introduction-tensorflow,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",COURSE,deeplearning.ai,4.7,8714,150k,Intermediate
https://www.coursera.org/specializations/programming-in-python,Программирование на Python,SPECIALIZATION,Mail.Ru Group,4.5,1359,52k,Intermediate
https://www.coursera.org/learn/excel-intermediate-1,Excel Skills for Business: Intermediate I,COURSE,Macquarie University,4.9,5217,83k,Intermediate
https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,Nutrición y obesidad: control de sobrepeso,COURSE,Universidad Nacional Autónoma de México,4.8,1839,100k,Beginner
https://www.coursera.org/learn/clinical-terminology,Clinical Terminology for International and U.S. Students,COURSE,University of Pittsburgh,4.8,891,34k,Beginner
https://www.coursera.org/learn/neuromarketing,An Introduction to Consumer Neuroscience & Neuromarketing,COURSE,Copenhagen Business School,4.7,1559,72k,Beginner
https://www.coursera.org/specializations/health-informatics,Health Informatics,SPECIALIZATION,Johns Hopkins University,4.5,204,8.9k,Beginner
https://www.coursera.org/specializations/united-states-federal-taxation,U.S. Federal Taxation,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.8,322,12k,Intermediate
https://www.coursera.org/specializations/foundations-management,Foundations of Management,SPECIALIZATION,IESE Business School,4.8,1742,67k,Beginner
https://www.coursera.org/learn/crypto,Cryptography I,COURSE,Stanford University,4.8,3175,260k,Mixed
https://www.coursera.org/specializations/introduction-computer-science-programming,Introduction to Computer Science and Programming,SPECIALIZATION,"Goldsmiths, University of London",4.3,477,33k,Beginner
https://www.coursera.org/learn/visual-elements-user-interface-design,Visual Elements of User Interface Design,COURSE,California Institute of the Arts,4.7,2006,56k,Beginner
https://www.coursera.org/specializations/strategic-management,Strategic Management and Innovation,SPECIALIZATION,Copenhagen Business School,4.7,3183,70k,Beginner
https://www.coursera.org/learn/data-analysis-with-python,Data Analysis with Python,COURSE,IBM,4.7,10407,110k,Beginner
https://www.coursera.org/learn/philosophy,Introduction to Philosophy,COURSE,The University of Edinburgh,4.7,5043,380k,Mixed
https://www.coursera.org/specializations/business-technology-managment,Business Technology Management,SPECIALIZATION,Indian School of Business,4.6,2476,75k,Beginner
https://www.coursera.org/learn/duke-behavioral-finance,Behavioral Finance,COURSE,Duke University,4.4,1713,56k,Mixed
https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,"Negotiation, Mediation and Conflict Resolution",SPECIALIZATION,ESSEC Business School,4.7,651,23k,Beginner
https://www.coursera.org/specializations/probabilistic-graphical-models,Probabilistic Graphical Models,SPECIALIZATION,Stanford University,4.6,1321,71k,Advanced
https://www.coursera.org/learn/estrategia-marketing-digital,Marketing Digital,COURSE,Universidade de São Paulo,4.8,995,84k,Beginner
https://www.coursera.org/learn/business,English for Business and Entrepreneurship,COURSE,University of Pennsylvania,4.8,2527,240k,Beginner
https://www.coursera.org/learn/positive-psychology-visionary-science,Positive Psychology: Martin E. P. Seligman’s Visionary Science,COURSE,University of Pennsylvania,4.8,3279,51k,Beginner
https://www.coursera.org/specializations/data-warehousing,Data Warehousing for Business Intelligence,SPECIALIZATION,University of Colorado System,4.5,2333,140k,Advanced
https://www.coursera.org/specializations/memoir-personal-essay,Memoir and Personal Essay: Write About Yourself,SPECIALIZATION,Wesleyan University,4.3,120,14k,Beginner
https://www.coursera.org/learn/physiology,Introductory Human Physiology,COURSE,Duke University,4.7,2366,270k,Mixed
https://www.coursera.org/learn/essentials-global-health,Essentials of Global Health,COURSE,Yale University,4.8,709,33k,Mixed
https://www.coursera.org/learn/sql-data-science,Databases and SQL for Data Science,COURSE,IBM,4.7,10661,120k,Beginner
https://www.coursera.org/learn/everyday-parenting,Everyday Parenting: The ABCs of Child Rearing,COURSE,Yale University,4.9,1196,89k,Beginner
https://www.coursera.org/learn/sustainable-fashion,Sustainable Fashion,COURSE,Copenhagen Business School,4.7,131,13k,Beginner
https://www.coursera.org/learn/mythology,Greek and Roman Mythology,COURSE,University of Pennsylvania,4.8,1155,140k,Mixed
https://www.coursera.org/specializations/entrepreneurial-finance,Entrepreneurial Finance: Strategy and Innovation,SPECIALIZATION,Duke University,4.5,270,9k,Intermediate
https://www.coursera.org/learn/principles-of-macroeconomics,The Power of Macroeconomics: Economic Principles in the Real World,COURSE,"University of California, Irvine",4.6,1801,180k,Mixed
https://www.coursera.org/specializations/inspirational-leadership,Inspirational Leadership: Leading with Sense,SPECIALIZATION,HEC Paris,4.5,1500,73k,Beginner
https://www.coursera.org/specializations/virtual-teacher,Virtual Teacher,SPECIALIZATION,"University of California, Irvine",4.3,610,24k,Beginner
https://www.coursera.org/learn/matlab,Introduction to Programming with MATLAB,COURSE,Vanderbilt University,4.8,7239,280k,Beginner
https://www.coursera.org/specializations/algorithms-for-battery-management-systems,Algorithms for Battery Management Systems,SPECIALIZATION,University of Colorado System,4.8,658,15k,Intermediate
https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,Modern Big Data Analysis with SQL,SPECIALIZATION,Cloudera,4.8,399,16k,Beginner
https://www.coursera.org/specializations/branding-the-creative-journey,Branding: The Creative Journey,SPECIALIZATION,IE Business School,4.6,338,27k,Beginner
https://www.coursera.org/specializations/team-building,Culture-Driven Team Building,SPECIALIZATION,University of Pennsylvania,4.6,436,18k,Beginner
https://www.coursera.org/specializations/advanced-grammar-punctuation,Learn English: Advanced Grammar and Punctuation,SPECIALIZATION,"University of California, Irvine",4.8,917,54k,Advanced
https://www.coursera.org/learn/organizational-behavior,International Leadership and Organizational Behavior,COURSE,Università Bocconi,4.8,1210,43k,Mixed
https://www.coursera.org/specializations/health-effects-cannabis-thc-cbd,Medical Cannabis: The Health Effects of THC and CBD,SPECIALIZATION,University of Colorado Boulder,4.8,128,5.2k,Beginner
https://www.coursera.org/learn/moralities,Moralities of Everyday Life,COURSE,Yale University,4.8,1669,76k,Mixed
https://www.coursera.org/specializations/gcp-architecture-jp,Architecting with Google Cloud Platform 日本語版,SPECIALIZATION,Google Cloud,4.5,399,4.3k,Intermediate
https://www.coursera.org/specializations/sscp-training,(ISC)² Systems Security Certified Practitioner (SSCP),SPECIALIZATION,(ISC)²,4.7,334,5.5k,Beginner
https://www.coursera.org/learn/python-basics,Python Basics,COURSE,University of Michigan,4.8,6169,110k,Beginner
https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,Entrepreneurship 1: Developing the Opportunity,COURSE,University of Pennsylvania,4.8,2967,87k,Mixed
https://www.coursera.org/learn/intro-common-law,Introduction to English Common Law,COURSE,University of London,4.8,484,23k,Beginner
https://www.coursera.org/specializations/introduction-scripting-in-python,Introduction to Scripting in Python,SPECIALIZATION,Rice University,4.7,2089,52k,Beginner
https://www.coursera.org/learn/ai-for-medical-diagnosis,AI for Medical Diagnosis,COURSE,deeplearning.ai,4.7,552,14k,Intermediate
https://www.coursera.org/learn/nlp-sequence-models,Sequence Models,COURSE,deeplearning.ai,4.8,21768,200k,Intermediate
https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,Advanced Machine Learning with TensorFlow on Google Cloud Platform,SPECIALIZATION,Google Cloud,4.5,1587,37k,Advanced
https://www.coursera.org/specializations/patient-safety,Patient Safety,SPECIALIZATION,Johns Hopkins University,4.8,628,9.3k,Beginner
https://www.coursera.org/specializations/power-electronics,Power Electronics,SPECIALIZATION,University of Colorado Boulder,4.8,2204,69k,Intermediate
https://www.coursera.org/learn/aprendiendo-programar-python,Introducción a la programación en Python I: Aprendiendo a programar con Python,COURSE,Pontificia Universidad Católica de Chile,4.4,1288,110k,Beginner
https://www.coursera.org/specializations/investment-strategy,Financial Markets and Investment Strategy,SPECIALIZATION,Indian School of Business,4.5,2025,63k,Beginner
https://www.coursera.org/specializations/foundational-finance,Foundational Finance for Strategic Decision Making,SPECIALIZATION,University of Michigan,4.8,488,15k,Beginner
https://www.coursera.org/learn/sustainability,Introduction to Sustainability,COURSE,University of Illinois at Urbana-Champaign,4.8,1028,73k,Mixed
https://www.coursera.org/learn/site-reliability-engineering-slos,Site Reliability Engineering: Measuring and Managing Reliability,COURSE,Google Cloud,4.5,385,17k,Advanced
https://www.coursera.org/learn/gcp-infrastructure-foundation,Essential Google Cloud Infrastructure: Foundation,COURSE,Google Cloud,4.7,12003,86k,Intermediate
https://www.coursera.org/learn/wind-energy,Wind Energy,COURSE,Technical University of Denmark (DTU),4.7,2821,72k,Mixed
https://www.coursera.org/learn/wine,Wine Tasting: Sensory Techniques for Wine Analysis,COURSE,"University of California, Davis",4.7,222,33k,Beginner
https://www.coursera.org/learn/addiction-treatment,Addiction Treatment: Clinical Skills for Healthcare Providers,COURSE,Yale University,4.8,279,9.8k,Beginner
https://www.coursera.org/learn/r-programming,R Programming,COURSE,Johns Hopkins University,4.6,17394,480k,Intermediate
https://www.coursera.org/learn/terrorism,Terrorism and Counterterrorism: Comparing Theory and Practice,COURSE,Universiteit Leiden,4.8,2424,91k,Beginner
https://www.coursera.org/learn/gamification,Gamification,COURSE,University of Pennsylvania,4.8,2111,110k,Mixed
https://www.coursera.org/specializations/financialtechnology,Financial Technology (Fintech) Innovations,SPECIALIZATION,University of Michigan,4.7,385,7.5k,Beginner
https://www.coursera.org/learn/machine-learning-with-python,Machine Learning with Python,COURSE,IBM,4.7,8323,130k,Intermediate
https://www.coursera.org/learn/people-management,The Manager's Toolkit: A Practical Guide to Managing People at Work,COURSE,"Birkbeck, University of London",4.6,1242,48k,Mixed
https://www.coursera.org/learn/html,Introduction to HTML5,COURSE,University of Michigan,4.7,14459,230k,Mixed
https://www.coursera.org/learn/os-power-user,Operating Systems and You: Becoming a Power User,COURSE,Google,4.7,8218,80k,Beginner
https://www.coursera.org/learn/oilandgas,Oil & Gas Industry Operations and Markets,COURSE,Duke University,4.8,2741,59k,Mixed
https://www.coursera.org/specializations/accounting-fundamentals,Fundamentals of Accounting,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.6,856,39k,Beginner
https://www.coursera.org/learn/contabilidad,Contabilidad para no contadores,COURSE,Universidad Nacional Autónoma de México,4.7,3641,230k,Beginner
https://www.coursera.org/specializations/become-a-journalist,Become a Journalist: Report the News!,SPECIALIZATION,Michigan State University,4.7,740,28k,Beginner
https://www.coursera.org/specializations/managerial-economics-business-analysis,Managerial Economics and Business Analysis,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.7,1930,58k,Beginner
https://www.coursera.org/specializations/coaching-skills-manager,Coaching Skills for Managers,SPECIALIZATION,"University of California, Davis",4.7,1050,38k,Intermediate
https://www.coursera.org/specializations/content-strategy,Content Strategy for Professionals,SPECIALIZATION,Northwestern University,4.5,568,28k,Beginner
https://www.coursera.org/specializations/website-development,Responsive Website Development and Design,SPECIALIZATION,"Goldsmiths, University of London",4.5,5336,170k,Beginner
https://www.coursera.org/learn/drug-discovery,Drug Discovery,COURSE,University of California San Diego,4.6,952,42k,Beginner
https://www.coursera.org/specializations/value-chain-management,Value Chain Management,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.7,2254,64k,Intermediate
https://www.coursera.org/learn/mathematical-thinking,Introduction to Mathematical Thinking,COURSE,Stanford University,4.8,1801,280k,Intermediate
https://www.coursera.org/learn/global-financial-crisis,The Global Financial Crisis,COURSE,Yale University,4.8,1673,86k,Mixed
https://www.coursera.org/learn/advanced-valuation-and-strategy,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",COURSE,Erasmus University Rotterdam,4.7,488,30k,Advanced
https://www.coursera.org/learn/machine-learning-business-professionals,Machine Learning for Business Professionals,COURSE,Google Cloud,4.6,2066,64k,Intermediate
https://www.coursera.org/specializations/gis-mapping-spatial-analysis,"GIS, Mapping, and Spatial Analysis",SPECIALIZATION,University of Toronto,4.9,466,15k,Beginner
https://www.coursera.org/professional-certificates/sas-visual-business-analytics,SAS Visual Business Analytics,PROFESSIONAL CERTIFICATE,SAS,4.7,194,3.2k,Beginner
https://www.coursera.org/learn/marketing-digital,Marketing in a Digital World,COURSE,University of Illinois at Urbana-Champaign,4.7,8428,320k,Beginner
https://www.coursera.org/learn/communication-strategies-virtual-age,Communication Strategies for a Virtual Age,COURSE,University of Toronto,4.8,1046,49k,Beginner
https://www.coursera.org/learn/dyslexia-difficulties,Supporting children with difficulties in reading and writing,COURSE,UCL Institute of Education,4.8,794,51k,Mixed
https://www.coursera.org/learn/elearning,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,COURSE,University of Illinois at Urbana-Champaign,4.5,178,18k,Mixed
https://www.coursera.org/learn/analytics-business-metrics,Business Metrics for Data-Driven Companies,COURSE,Duke University,4.6,6356,160k,Mixed
https://www.coursera.org/learn/painting,In the Studio: Postwar Abstract Painting,COURSE,The Museum of Modern Art,4.9,800,81k,Beginner
https://www.coursera.org/specializations/robotics,Robotics,SPECIALIZATION,University of Pennsylvania,4.4,3045,120k,Beginner
https://www.coursera.org/specializations/presentation-skills,"Presentation Skills: Speechwriting, Slides and Delivery",SPECIALIZATION,E-Learning Development Fund,4.6,665,50k,Beginner
https://www.coursera.org/learn/arbitration-international-disputes,International Law in Action: the Arbitration of International Disputes,COURSE,Universiteit Leiden,4.8,494,19k,Mixed
https://www.coursera.org/learn/blended-language-learning-design-practice-for-teachers,Blended Language Learning: Design and Practice for Teachers,COURSE,University of Colorado Boulder,4.8,34,2.9k,Intermediate
https://www.coursera.org/specializations/apigee-api-gcp,Developing APIs with Google Cloud's Apigee API Platform,SPECIALIZATION,Google Cloud,4.6,1781,17k,Intermediate
https://www.coursera.org/learn/construction-project-management,Construction Project Management,COURSE,Columbia University,4.8,2829,44k,Beginner
https://www.coursera.org/learn/weight-management-beyond-balancing-calories,Weight Management: Beyond Balancing Calories,COURSE,Emory University,4.7,260,37k,Beginner
https://www.coursera.org/learn/learn-speak-korean1,Learn to Speak Korean 1,COURSE,Yonsei University,4.9,2795,130k,Beginner
https://www.coursera.org/learn/instructional-design-foundations-applications,Instructional Design Foundations and Applications,COURSE,University of Illinois at Urbana-Champaign,4.2,149,12k,Mixed
https://www.coursera.org/learn/sql-for-data-science,SQL for Data Science,COURSE,"University of California, Davis",4.6,4730,170k,Beginner
https://www.coursera.org/learn/arts-heritage,Arts and Heritage Management,COURSE,Università Bocconi,4.8,600,16k,Mixed
https://www.coursera.org/learn/algorithms-divide-conquer,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",COURSE,Stanford University,4.8,3847,130k,Intermediate
https://www.coursera.org/specializations/play-guitar,How to Play Guitar,SPECIALIZATION,Berklee College of Music,4.8,1823,230k,Beginner
https://www.coursera.org/learn/positive-psychology,Positive Psychology,COURSE,The University of North Carolina at Chapel Hill,4.7,2949,190k,Mixed
https://www.coursera.org/specializations/cloud-computing,Cloud Computing,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.4,1512,120k,Intermediate
https://www.coursera.org/learn/duke-programming-web,"Programming Foundations with JavaScript, HTML and CSS",COURSE,Duke University,4.6,7823,260k,Beginner
https://www.coursera.org/specializations/finanzascorporativas,Finanzas corporativas,SPECIALIZATION,Universidad Nacional Autónoma de México,4.6,899,30k,Intermediate
https://www.coursera.org/learn/wharton-finance,Introduction to Corporate Finance,COURSE,University of Pennsylvania,4.6,4034,130k,Mixed
https://www.coursera.org/specializations/cyber-security,Cybersecurity,SPECIALIZATION,"University of Maryland, College Park",4.5,3058,100k,Intermediate
https://www.coursera.org/learn/speak-english-professionally,"Speak English Professionally: In Person, Online & On the Phone",COURSE,Georgia Institute of Technology,4.7,4475,450k,Mixed
https://www.coursera.org/learn/medical-research,Understanding Medical Research: Your Facebook Friend is Wrong,COURSE,Yale University,4.9,152,26k,Beginner
https://www.coursera.org/learn/clinicalsimulations,Essentials in Clinical Simulations Across the Health Professions,COURSE,The George Washington University,4.8,215,4.3k,Intermediate
https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,Creative Thinking: Techniques and Tools for Success,COURSE,Imperial College London,4.7,1082,68k,Beginner
https://www.coursera.org/learn/python-databases,Using Databases with Python,COURSE,University of Michigan,4.8,15930,230k,Mixed
https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,Introduction to Spreadsheets and Models,COURSE,University of Pennsylvania,4.2,2920,77k,Mixed
https://www.coursera.org/specializations/data-mining,Data Mining,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.5,2000,140k,Intermediate
https://www.coursera.org/learn/journalism,English for Journalism,COURSE,University of Pennsylvania,4.8,1610,130k,Mixed
https://www.coursera.org/learn/international-organizations-management,International Organizations Management,COURSE,University of Geneva,4.8,628,21k,Beginner
https://www.coursera.org/learn/contracts-1,American Contract Law I,COURSE,Yale University,4.9,288,19k,Beginner
https://www.coursera.org/specializations/machine-learning-reinforcement-finance,Machine Learning and Reinforcement Learning in Finance,SPECIALIZATION,New York University,3.7,589,30k,Intermediate
https://www.coursera.org/learn/innovation-management,Innovation Management,COURSE,Erasmus University Rotterdam,4.7,882,41k,Beginner
https://www.coursera.org/learn/trunk-anatomy,"Anatomy of the Chest, Abdomen, and Pelvis",COURSE,Yale University,4.8,693,38k,Intermediate
https://www.coursera.org/specializations/modernrobotics,"Modern Robotics:  Mechanics, Planning, and Control",SPECIALIZATION,Northwestern University,4.7,482,22k,Intermediate
https://www.coursera.org/learn/international-humanitarian-law,International Humanitarian Law in Theory and Practice,COURSE,Universiteit Leiden,4.8,653,23k,Beginner
https://www.coursera.org/specializations/marketing-redes-sociales,Marketing con Redes Sociales,SPECIALIZATION,Tecnológico de Monterrey,4.4,1541,61k,Intermediate
https://www.coursera.org/specializations/data-collection,Survey Data Collection and Analytics,SPECIALIZATION,"University of Maryland, College Park",4.3,765,45k,Beginner
https://www.coursera.org/learn/datasciencemathskills,Data Science Math Skills,COURSE,Duke University,4.5,5069,150k,Beginner
https://www.coursera.org/learn/clinical-research,Understanding Clinical Research: Behind the Statistics,COURSE,University of Cape Town,4.8,1689,79k,Mixed
https://www.coursera.org/learn/childrens-rights,Children's Human Rights - An Interdisciplinary Introduction,COURSE,University of Geneva,4.7,994,37k,Beginner
https://www.coursera.org/learn/epidemiology,Epidemiology: The Basic Science of Public Health,COURSE,The University of North Carolina at Chapel Hill,4.6,2394,130k,Mixed
https://www.coursera.org/professional-certificates/ibm-z-mainframe,IBM z/OS Mainframe Practitioner,PROFESSIONAL CERTIFICATE,IBM,4.7,370,3.8k,Beginner
https://www.coursera.org/specializations/market-research,Market Research,SPECIALIZATION,"University of California, Davis",4.5,489,23k,Beginner
https://www.coursera.org/specializations/fundraising-development,Fundraising and Development,SPECIALIZATION,"University of California, Davis",4.6,118,5.1k,Beginner
https://www.coursera.org/learn/drug-development,Drug Development,COURSE,University of California San Diego,4.6,843,33k,Beginner
https://www.coursera.org/learn/supply-chain-principles,Supply Chain Principles,COURSE,Georgia Institute of Technology,4.6,786,30k,Mixed
https://www.coursera.org/learn/neuroling,Neurolinguistics,COURSE,Saint Petersburg State University,4.8,108,43k,Mixed
https://www.coursera.org/learn/finanzas-empresariales,Fundamentos de Finanzas Empresariales,COURSE,Universidad de los Andes,4.8,2619,110k,Beginner
https://www.coursera.org/specializations/procurement-sourcing,Global Procurement and Sourcing,SPECIALIZATION,Rutgers the State University of New Jersey,4.8,40,110k,Beginner
https://www.coursera.org/learn/aws-fundamentals-going-cloud-native,AWS Fundamentals: Going Cloud-Native,COURSE,Amazon Web Services,4.7,5511,13k,Beginner
https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering,Autodesk CAD/CAM/CAE for Mechanical Engineering,SPECIALIZATION,Autodesk,4.8,777,36k,Intermediate
https://www.coursera.org/learn/becoming-a-veterinarian,EDIVET: Do you have what it takes to be a veterinarian?,COURSE,The University of Edinburgh,4.7,1187,Missing,Mixed
